! 12C range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
5250.000000	3.85958e+06	5250.000000	3.90923e+06	5250.000000	4.15118e+06	5250.000000	4.17818e+06	5250.000000	4.15122e+06	5250.000000	10761     	5250.000000	11516.2   	5250.000000	23990.2   	5250.000000	24716.6   	5250.000000	34361     	
5500.000000	4.01718e+06	5500.000000	4.08362e+06	5500.000000	4.3573e+06	5500.000000	4.38559e+06	5500.000000	4.35734e+06	5500.000000	11059.3   	5500.000000	12175     	5500.000000	24810.1   	5500.000000	25642.7   	5500.000000	35698.8   	
6000.000000	4.32054e+06	6000.000000	4.42428e+06	6000.000000	4.76732e+06	6000.000000	4.79815e+06	6000.000000	4.76736e+06	6000.000000	11629.5   	6000.000000	13514.3   	6000.000000	26391     	6000.000000	27434.1   	6000.000000	38292.5   	
6500.000000	4.60889e+06	6500.000000	4.7545e+06	6500.000000	5.17452e+06	6500.000000	5.20784e+06	6500.000000	5.17456e+06	6500.000000	12168.4   	6500.000000	14881.8   	6500.000000	27900.9   	6500.000000	29151     	6500.000000	40785.6   	
7000.000000	4.88317e+06	7000.000000	5.07478e+06	7000.000000	5.57903e+06	7000.000000	5.61481e+06	7000.000000	5.57907e+06	7000.000000	12680     	7000.000000	16276.8   	7000.000000	29347.3   	7000.000000	30800.6   	7000.000000	43187     	
7500.000000	5.14428e+06	7500.000000	5.38561e+06	7500.000000	5.98101e+06	7500.000000	6.01921e+06	7500.000000	5.98105e+06	7500.000000	13167.6   	7500.000000	17698.6   	7500.000000	30736.6   	7500.000000	32388.8   	7500.000000	45504.8   	
8000.000000	5.39307e+06	8000.000000	5.68747e+06	8000.000000	6.38061e+06	8000.000000	6.42119e+06	8000.000000	6.38064e+06	8000.000000	13633.9   	8000.000000	19146.6   	8000.000000	32074.5   	8000.000000	33920.9   	8000.000000	47745.8   	
8500.000000	5.63035e+06	8500.000000	5.98082e+06	8500.000000	6.77793e+06	8500.000000	6.82086e+06	8500.000000	6.77796e+06	8500.000000	14081.2   	8500.000000	20620.1   	8500.000000	33365.5   	8500.000000	35401.6   	8500.000000	49916.2   	
9000.000000	5.85687e+06	9000.000000	6.26609e+06	9000.000000	7.17311e+06	9000.000000	7.21837e+06	9000.000000	7.17315e+06	9000.000000	14511.3   	9000.000000	22118.1   	9000.000000	34613.7   	9000.000000	36834.9   	9000.000000	52021.4   	
9500.000000	6.07332e+06	9500.000000	6.54369e+06	9500.000000	7.56626e+06	9500.000000	7.61382e+06	9500.000000	7.5663e+06	9500.000000	14925.8   	9500.000000	23640.1   	9500.000000	35822.7   	9500.000000	38224.5   	9500.000000	54066.1   	
10000.000000	6.28035e+06	10000.000000	6.81401e+06	10000.000000	7.9575e+06	10000.000000	8.00732e+06	10000.000000	7.95754e+06	10000.000000	15326.3   	10000.000000	25186     	10000.000000	36995.6   	10000.000000	39573.4   	10000.000000	56054.7   	
11000.000000	6.66846e+06	11000.000000	7.33422e+06	11000.000000	8.73462e+06	11000.000000	8.78888e+06	11000.000000	8.73464e+06	11000.000000	16089.6   	11000.000000	28347.8   	11000.000000	39243.5   	11000.000000	42160.6   	11000.000000	59878.2   	
12000.000000	7.02541e+06	12000.000000	7.82934e+06	12000.000000	9.50514e+06	12000.000000	9.56373e+06	12000.000000	9.50514e+06	12000.000000	16809     	12000.000000	31597.5   	12000.000000	41375.7   	12000.000000	44615.8   	12000.000000	63518.3   	
13000.000000	7.3548e+06	13000.000000	8.30166e+06	13000.000000	1.02696e+07	13000.000000	1.03325e+07	13000.000000	1.02696e+07	13000.000000	17490.9   	13000.000000	34930.3   	13000.000000	43406.8   	13000.000000	46955     	13000.000000	66996.1   	
14000.000000	7.65971e+06	14000.000000	8.75319e+06	14000.000000	1.10286e+07	14000.000000	1.10957e+07	14000.000000	1.10286e+07	14000.000000	18140     	14000.000000	38345.1   	14000.000000	45348.8   	14000.000000	49191     	14000.000000	70329.6   	
15000.000000	7.94279e+06	15000.000000	9.1857e+06	15000.000000	1.17826e+07	15000.000000	1.18537e+07	15000.000000	1.17826e+07	15000.000000	18760.4   	15000.000000	41840.8   	15000.000000	47211.5   	15000.000000	51334.7   	15000.000000	73533.5   	
16000.000000	8.20629e+06	16000.000000	9.60073e+06	16000.000000	1.25319e+07	16000.000000	1.26071e+07	16000.000000	1.25319e+07	16000.000000	19355.2   	16000.000000	45415.1   	16000.000000	49002.9   	16000.000000	53395.3   	16000.000000	76620.4   	
17000.000000	8.4522e+06	17000.000000	9.99968e+06	17000.000000	1.32769e+07	17000.000000	1.3356e+07	17000.000000	1.32769e+07	17000.000000	19927.3   	17000.000000	49064.4   	17000.000000	50730.1   	17000.000000	55380.6   	17000.000000	79601     	
18000.000000	8.68223e+06	18000.000000	1.03837e+07	18000.000000	1.40179e+07	18000.000000	1.41008e+07	18000.000000	1.40179e+07	18000.000000	20478.9   	18000.000000	52785.1   	18000.000000	52398.8   	18000.000000	57297.3   	18000.000000	82484.5   	
19000.000000	8.89787e+06	19000.000000	1.0754e+07	19000.000000	1.47552e+07	19000.000000	1.48418e+07	19000.000000	1.47551e+07	19000.000000	21011.8   	19000.000000	56573.9   	19000.000000	54014.1   	19000.000000	59151.1   	19000.000000	85279.1   	
20000.000000	9.10043e+06	20000.000000	1.11115e+07	20000.000000	1.54889e+07	20000.000000	1.55793e+07	20000.000000	1.54888e+07	20000.000000	21527.9   	20000.000000	60428     	20000.000000	55580.5   	20000.000000	60947.1   	20000.000000	87991.6   	
21000.000000	9.29107e+06	21000.000000	1.14571e+07	21000.000000	1.62193e+07	21000.000000	1.63133e+07	21000.000000	1.62191e+07	21000.000000	22028.4   	21000.000000	64345.2   	21000.000000	57101.7   	21000.000000	62689.7   	21000.000000	90628.3   	
22000.000000	9.47081e+06	22000.000000	1.17915e+07	22000.000000	1.69466e+07	22000.000000	1.70442e+07	22000.000000	1.69464e+07	22000.000000	22514.6   	22000.000000	68326.8   	22000.000000	58581.1   	22000.000000	64382.9   	22000.000000	93194.6   	
23000.000000	9.64056e+06	23000.000000	1.21154e+07	23000.000000	1.76709e+07	23000.000000	1.77721e+07	23000.000000	1.76708e+07	23000.000000	22987.7   	23000.000000	72371.9   	23000.000000	60021.7   	23000.000000	66030.1   	23000.000000	95695.4   	
24000.000000	9.80113e+06	24000.000000	1.24296e+07	24000.000000	1.83925e+07	24000.000000	1.84971e+07	24000.000000	1.83923e+07	24000.000000	23448.6   	24000.000000	76476.4   	24000.000000	61426.1   	24000.000000	67634.5   	24000.000000	98134.9   	
25000.000000	9.95324e+06	25000.000000	1.27346e+07	25000.000000	1.91114e+07	25000.000000	1.92195e+07	25000.000000	1.91112e+07	25000.000000	23898.1   	25000.000000	80637.9   	25000.000000	62796.7   	25000.000000	69198.8   	25000.000000	100517    	
26000.000000	1.00975e+07	26000.000000	1.30309e+07	26000.000000	1.98278e+07	26000.000000	1.99392e+07	26000.000000	1.98276e+07	26000.000000	24337     	26000.000000	84855.8   	26000.000000	64135.6   	26000.000000	70725.5   	26000.000000	102846    	
27000.000000	1.02346e+07	27000.000000	1.33191e+07	27000.000000	2.05418e+07	27000.000000	2.06565e+07	27000.000000	2.05416e+07	27000.000000	24766.1   	27000.000000	89130.4   	27000.000000	65444.7   	27000.000000	72216.8   	27000.000000	105123    	
28000.000000	1.0365e+07	28000.000000	1.35996e+07	28000.000000	2.12536e+07	28000.000000	2.13715e+07	28000.000000	2.12534e+07	28000.000000	25185.8   	28000.000000	93461.4   	28000.000000	66725.8   	28000.000000	73674.9   	28000.000000	107353    	
29000.000000	1.04891e+07	29000.000000	1.38727e+07	29000.000000	2.19631e+07	29000.000000	2.20843e+07	29000.000000	2.19629e+07	29000.000000	25596.8   	29000.000000	97846.5   	29000.000000	67980.4   	29000.000000	75101.6   	29000.000000	109538    	
30000.000000	1.06074e+07	30000.000000	1.41389e+07	30000.000000	2.26706e+07	30000.000000	2.27949e+07	30000.000000	2.26704e+07	30000.000000	25999.5   	30000.000000	102283    	30000.000000	69210.1   	30000.000000	76498.5   	30000.000000	111680    	
32000.000000	1.08282e+07	32000.000000	1.4652e+07	32000.000000	2.40796e+07	32000.000000	2.421e+07 	32000.000000	2.40795e+07	32000.000000	26782.1   	32000.000000	111305    	32000.000000	71599.3   	32000.000000	79209.4   	32000.000000	115845    	
34000.000000	1.10301e+07	34000.000000	1.51412e+07	34000.000000	2.54812e+07	34000.000000	2.56175e+07	34000.000000	2.54812e+07	34000.000000	27536.8   	34000.000000	120528    	34000.000000	73902.8   	34000.000000	81818.6   	34000.000000	119863    	
36000.000000	1.12154e+07	36000.000000	1.56088e+07	36000.000000	2.68761e+07	36000.000000	2.70179e+07	36000.000000	2.68761e+07	36000.000000	28266.2   	36000.000000	129945    	36000.000000	76128.4   	36000.000000	84335.4   	36000.000000	123747    	
38000.000000	1.1386e+07	38000.000000	1.60567e+07	38000.000000	2.82646e+07	38000.000000	2.84118e+07	38000.000000	2.82646e+07	38000.000000	28972.7   	38000.000000	139544    	38000.000000	78283     	38000.000000	86768     	38000.000000	127510    	
40000.000000	1.15435e+07	40000.000000	1.64865e+07	40000.000000	2.96472e+07	40000.000000	2.97996e+07	40000.000000	2.96473e+07	40000.000000	29658.2   	40000.000000	149311    	40000.000000	80372.2   	40000.000000	89123.2   	40000.000000	131160    	
42000.000000	1.16894e+07	42000.000000	1.68996e+07	42000.000000	3.10244e+07	42000.000000	3.11816e+07	42000.000000	3.10245e+07	42000.000000	30324.5   	42000.000000	159237    	42000.000000	82401.3   	42000.000000	91407.2   	42000.000000	134706    	
44000.000000	1.18249e+07	44000.000000	1.72973e+07	44000.000000	3.23963e+07	44000.000000	3.25581e+07	44000.000000	3.23965e+07	44000.000000	30973.2   	44000.000000	169323    	44000.000000	84374.6   	44000.000000	93625.3   	44000.000000	138157    	
46000.000000	1.1951e+07	46000.000000	1.76808e+07	46000.000000	3.37634e+07	46000.000000	3.39295e+07	46000.000000	3.37636e+07	46000.000000	31605.4   	46000.000000	179567    	46000.000000	86296.3   	46000.000000	95782.3   	46000.000000	141518    	
48000.000000	1.20686e+07	48000.000000	1.8051e+07	48000.000000	3.51259e+07	48000.000000	3.52961e+07	48000.000000	3.51262e+07	48000.000000	32222.4   	48000.000000	189971    	48000.000000	88169.7   	48000.000000	97882.5   	48000.000000	144796    	
50000.000000	1.21786e+07	50000.000000	1.84089e+07	50000.000000	3.6484e+07	50000.000000	3.66581e+07	50000.000000	3.64844e+07	50000.000000	32825.2   	50000.000000	200532    	50000.000000	89998.1   	50000.000000	99929.4   	50000.000000	147997    	
